Montgomery Curve - Initialization Time (s);Montgomery Curve - Signature Time (s);Montgomery Curve - Verification Time (s);Edwards Curve - Initialization Time (s);Edwards Curve - Signature Time (s);Edwards Curve - Verification Time (s);Twisted Edwards Curve - Initialization Time (s);Twisted Edwards Curve - Signature Time (s);Twisted Edwards Curve - Verification Time (s)
0.30271;0.28999;0.71415;0.23675;0.23254;0.19681;0.22838;0.23605;0.1995
0.33972;0.31814;0.7125;0.22954;0.25981;0.19652;0.27474;0.23282;0.21955
0.30732;0.31114;0.70541;0.27537;0.2384;0.20211;0.23818;0.25047;0.24132
0.30947;0.30492;0.74102;0.2344;0.28349;0.20306;0.23139;0.24072;0.2336
0.28183;0.28496;0.69813;0.22792;0.2239;0.1994;0.23855;0.23222;0.20134
0.29181;0.29603;0.66421;0.23607;0.25589;0.20116;0.24008;0.23407;0.26489
0.30293;0.30113;0.70337;0.22529;0.24262;0.20302;0.2366;0.24941;0.20794
0.35682;0.2918;0.69535;0.24156;0.22263;0.20244;0.25304;0.26235;0.22242
0.30978;0.29165;0.65885;0.23153;0.2307;0.19718;0.22945;0.23704;0.19705
0.29033;0.2791;0.66479;0.22329;0.2246;0.19474;0.23073;0.22783;0.19348
0.2938;0.27945;0.65136;0.22384;0.22268;0.20049;0.2321;0.226;0.19765
0.30063;0.28991;0.68372;0.22685;0.23168;0.19575;0.22907;0.23788;0.19695
0.28884;0.28139;0.66541;0.2335;0.22483;0.2007;0.23965;0.2234;0.19729
0.28983;0.29142;0.66188;0.22745;0.2392;0.19673;0.23163;0.24616;0.19577
0.28903;0.27764;0.67241;0.2293;0.22901;0.20144;0.23592;0.23663;0.19415
0.29255;0.29521;0.65293;0.23984;0.21924;0.19467;0.23532;0.23493;0.19862
0.27771;0.29113;0.66554;0.23054;0.21248;0.20742;0.22418;0.21994;0.19546
0.29039;0.28802;0.66578;0.23607;0.2305;0.19606;0.22862;0.23935;0.19501
0.29061;0.29144;0.67343;0.22548;0.22915;0.20091;0.23692;0.23193;0.19766
0.28772;0.2937;0.67585;0.22757;0.22152;0.19446;0.22896;0.22698;0.19477
0.28334;0.28237;0.67325;0.23148;0.22638;0.19829;0.2282;0.2304;0.19668
0.28608;0.30081;0.73504;0.34028;0.2699;0.22721;0.29277;0.235;0.19632
0.28467;0.29767;0.66772;0.22634;0.22686;0.19497;0.2638;0.26299;0.23676
0.35272;0.33089;0.76509;0.22708;0.21772;0.20239;0.22813;0.23494;0.19564
0.29986;0.29097;0.66577;0.23592;0.22643;0.19509;0.23153;0.23917;0.19568
0.28372;0.27497;0.69147;0.21324;0.22535;0.19947;0.22977;0.22398;0.19773
0.28287;0.28608;0.6747;0.23597;0.23288;0.19675;0.22382;0.23286;0.19866
0.29085;0.29305;0.6881;0.22778;0.21376;0.19924;0.23738;0.23183;0.19473
0.30581;0.2912;0.64413;0.22619;0.24351;0.19493;0.23921;0.22972;0.1976
0.28533;0.29111;0.64928;0.23585;0.23222;0.20175;0.23343;0.23235;0.19823
0.27849;0.29805;0.66258;0.23466;0.22787;0.19645;0.21702;0.22975;0.20385
0.28229;0.284;0.65942;0.23407;0.22493;0.19517;0.22872;0.22961;0.19541
0.28741;0.29772;0.67179;0.23666;0.22521;0.19576;0.24192;0.22205;0.20003
0.2857;0.29155;0.68922;0.22786;0.23112;0.19743;0.25059;0.2237;0.19983
0.29039;0.28981;0.66034;0.24015;0.22229;0.1976;0.23904;0.21821;0.1996
0.29835;0.28841;0.65913;0.22554;0.23161;0.19711;0.23946;0.22623;0.19698
0.28184;0.30844;0.67364;0.22435;0.22021;0.19379;0.21598;0.22797;0.20166
0.28356;0.27762;0.69392;0.22638;0.22895;0.19686;0.23863;0.23338;0.19494
0.28565;0.28942;0.63633;0.22813;0.2323;0.19468;0.22707;0.22942;0.20208
0.27396;0.28458;0.6762;0.23304;0.22285;0.19547;0.23161;0.22935;0.19462
0.27681;0.29016;0.65855;0.22591;0.22947;0.19431;0.23221;0.23299;0.19502
0.27667;0.28183;0.67503;0.22741;0.2285;0.19443;0.24399;0.23374;0.19918
0.2893;0.27314;0.6715;0.24216;0.22701;0.19663;0.22629;0.22842;0.19739
0.29616;0.29289;0.68193;0.23675;0.23586;0.19808;0.23831;0.225;0.19763
0.28631;0.30068;0.67665;0.23001;0.23091;0.19394;0.23111;0.21829;0.19641
0.28403;0.29009;0.66312;0.24115;0.23299;0.19646;0.24345;0.23513;0.19884
0.2795;0.28574;0.66706;0.22892;0.2307;0.19565;0.21446;0.2372;0.19783
0.2924;0.27429;0.68482;0.22512;0.2191;0.19546;0.22777;0.22871;0.19715
0.27886;0.29516;0.6668;0.21956;0.23731;0.19546;0.23234;0.21993;0.19582
0.29139;0.28013;0.70299;0.22136;0.23061;0.19623;0.22718;0.24819;0.19875
0.28045;0.30594;0.76577;0.286;0.28341;0.23339;0.27476;0.25055;0.20762
0.2884;0.28402;0.70733;0.23025;0.23473;0.20584;0.23367;0.22376;0.19671
0.27523;0.2855;0.69129;0.24178;0.22878;0.19628;0.22672;0.22392;0.2023
0.29474;0.2899;0.66805;0.22327;0.23286;0.19774;0.22723;0.21513;0.19852
0.29141;0.3026;0.67086;0.23455;0.23449;0.19647;0.22979;0.23347;0.20034
0.29232;0.28599;0.68148;0.23281;0.22629;0.19864;0.23614;0.23657;0.19887
0.28159;0.32583;0.64462;0.22589;0.22554;0.19663;0.2242;0.237;0.20172
0.2896;0.28012;0.67708;0.23044;0.22162;0.19731;0.24495;0.22479;0.19655
0.30142;0.29338;0.64974;0.24733;0.23187;0.19567;0.23111;0.21783;0.20212
0.28959;0.28812;0.68785;0.22048;0.2339;0.19709;0.23774;0.22642;0.19844
0.28139;0.30082;0.67498;0.23374;0.22916;0.19588;0.22665;0.23682;0.20115
0.29447;0.28126;0.6875;0.23892;0.23426;0.19746;0.24448;0.23583;0.19666
0.2858;0.31966;0.66099;0.22564;0.23762;0.1964;0.24318;0.22611;0.20153
0.29697;0.28596;0.7501;0.26304;0.23335;0.23717;0.23948;0.255;0.21224
0.30011;0.2961;0.73957;0.23724;0.23164;0.19584;0.23975;0.23213;0.19578
0.28724;0.3056;0.65896;0.22843;0.23283;0.19823;0.22799;0.2342;0.19618
0.30896;0.30526;0.68637;0.23038;0.22379;0.19781;0.23898;0.23508;0.19855
0.28726;0.30036;0.68509;0.23062;0.23353;0.19712;0.22641;0.22493;0.1975
0.29411;0.28039;0.67161;0.23257;0.22924;0.19486;0.23859;0.23038;0.19581
0.28351;0.28712;0.66164;0.22356;0.23796;0.19803;0.22744;0.22523;0.19445
0.30451;0.27955;0.69778;0.22795;0.22814;0.19672;0.24186;0.23368;0.19669
0.29595;0.28926;0.65568;0.23674;0.23499;0.1986;0.23298;0.22934;0.19632
0.27869;0.29934;0.68788;0.22865;0.22711;0.19853;0.22557;0.22301;0.19733
0.28865;0.28711;0.78265;0.23636;0.25224;0.19859;0.2343;0.23142;0.2026
0.29759;0.28319;0.68894;0.22834;0.22402;0.19456;0.24024;0.23354;0.19566
0.29427;0.29271;0.67141;0.22626;0.23253;0.19696;0.22413;0.22311;0.20202
0.29168;0.28515;0.67128;0.22738;0.21727;0.19782;0.24065;0.22136;0.19678
0.29262;0.29438;0.66458;0.22632;0.23427;0.19697;0.23177;0.23469;0.19764
0.29713;0.3013;0.68176;0.23481;0.23546;0.19693;0.25157;0.2288;0.20005
0.29327;0.28543;0.67346;0.22856;0.24531;0.20314;0.22601;0.22842;0.19788
0.29372;0.3047;0.69183;0.23136;0.22976;0.19892;0.24034;0.22589;0.19568
0.30227;0.28672;0.67289;0.22729;0.22805;0.19766;0.21836;0.23035;0.20494
0.29695;0.30043;0.68093;0.24007;0.23114;0.19695;0.23369;0.22378;0.19807
0.30376;0.29013;0.66867;0.23025;0.22704;0.19725;0.23249;0.22596;0.20647
0.28858;0.2953;0.69357;0.23875;0.23197;0.19729;0.23869;0.22767;0.19813
0.28871;0.2948;0.67628;0.22742;0.23569;0.19492;0.2274;0.22838;0.20329
0.28738;0.30638;0.67683;0.22991;0.23031;0.19465;0.23795;0.23254;0.19781
0.29595;0.2929;0.67253;0.24229;0.2255;0.19397;0.22767;0.22119;0.20473
0.27897;0.29774;0.67283;0.22362;0.23572;0.19511;0.23069;0.23719;0.19706
0.29509;0.29784;0.67176;0.23223;0.24559;0.1986;0.23381;0.22753;0.20248
0.29673;0.28255;0.6832;0.23333;0.2265;0.19734;0.23692;0.23034;0.19751
